Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target_Value,Categorical_Col
0.4685401615460691,1.782905600065144,1.7448614066234935,-2.3789960407532242,-0.24734038702515676,-0.4647672239117277,0.2172079375284009,0.6700496718155238,2.404837542253973,-1.1772264174512104,29.443111667226603,Low
0.3076126681891964,-0.524567013767051,1.0651719657143865,0.4240668615184512,1.3522026788671444,-0.8369207037962799,-0.9163209190734197,0.03944704824073949,1.4526167454861794,-0.14037505890533644,36.00588410835494,Low
0.4283070972076486,-0.18714426500454878,0.02421945667275807,1.1873860515647512,0.985729995679863,0.4523717962497339,-0.07964139124571515,2.589563642018614,1.4122205554154292,-1.0623935281468797,282.78066629199606,Medium
-0.8192578597214978,-0.47622087354465903,0.8250982646676347,0.26256132900192497,0.8743891807127275,-0.30372602877666466,-0.6581164890752567,0.19358991136754436,-0.8671302157109003,-1.345870923473215,-220.3307318764505,Medium
0.1846803058649084,-1.3471262895296965,0.4599721429391164,1.2004139079444254,-0.9716140385106515,0.13653533108273744,2.013387247526623,-0.6568942789713957,-0.6777153697521061,-0.3653215513121087,72.92692579612415,Low
0.249548189598077,-1.183056184734389,-1.2699985973938759,1.029413100955326,-0.25276325509618536,0.3842020720058965,0.6719446078144975,0.796701927070742,0.6688401305462182,-0.9944285217997922,76.53011676620774,High
-1.1564158167438567,0.8500793324175533,1.188596823087008,0.10744437434089255,0.41768075223940065,1.1628385775349859,0.8431053323232401,0.3873714806329899,1.849362141386381,-0.5800163326536847,203.0634625146702,High
0.3278795241593574,0.08589300629333041,0.4818660617184915,-0.22979963057519381,-2.219300372747535,,0.5488838353173644,-0.8514064342603136,0.547264797377967,-0.12545426000290022,-72.55031084666489,Medium
0.15808922532318442,-0.2775442563155516,-0.6135876053627944,0.4217800742508709,1.2912738390158789,-2.1715714047604475,0.5457867135323555,1.310191908080897,0.19624094066672046,-0.00811320161175029,114.82956004643931,Medium
1.876795812558066,-0.773789199103573,0.7569886166453519,-1.7787202489042786,-1.244654703311417,,0.8696059201056602,1.496044311489183,-0.9221653241776254,0.41343490322370086,48.1808908978205,Low
0.023195978557374822,1.3510157524870003,-0.5864151488887734,-1.3307051313309262,-1.5125289652988756,1.6845248346034518,-0.9087696708079733,-2.1779677321946878,-0.6197721282538776,0.8422973270139027,-166.4721042001113,High
0.3161559571827783,0.46926758980852623,0.6791427754381955,0.756788679986982,-1.5355721232071058,0.7318707042882956,-0.3294477863470914,0.6124687940136023,-0.3020454994898642,0.3350580290841175,76.43731354484082,Low
-0.24903603955637832,0.5765569630557664,-0.275051697151644,3.0788808084552377,0.3112501545435361,1.3668742674445247,-1.5151910621985523,1.1195749114345768,-2.301921164735585,1.6449677135012837,257.47407776887883,Medium
-1.889540730945531,-0.4523063192490767,0.12810441491078928,-1.5839028234857233,-2.4238793266289567,-0.6526239793023909,0.8406435489887241,0.7604146561442974,-0.6810516574748808,-0.4461834332147797,-420.8241740886473,High
1.7873464144298254,-0.24633528117984818,0.8983595683469856,-0.8208789224096867,-2.301471717669987,0.6832124040010689,-0.5125887969785088,-0.4268041949352576,1.1247767199858125,1.3902553275119895,31.318459324900594,High
-0.021244779276242128,,-0.03658997434293117,-0.326673247509044,0.24941768768504166,-0.7480960646216471,1.0901834710204468,0.1247520996639345,0.6596499980823705,-1.9673250642259945,-10.587568734639076,Medium
-0.8148681489093441,-1.4762625440017794,0.1869902097246643,-0.6332727047102726,1.8055744326868153,-0.18901429768247416,-0.7289592500331622,-0.09676010318688932,-0.04427331984464883,0.1802948805034444,-208.97069515114876,Low
-0.4257556046515905,0.4504957237780347,0.08701648039238655,0.5559414516458422,-0.26175829022109454,0.3980482165092625,0.8567374214704584,-1.9049444540106388,-1.0361435719751968,0.39457998548421935,31.777935118707163,Low
-0.19819567637971988,0.5101574689151834,-0.0827150238964932,0.1263141994832002,1.2725701629285695,0.5268979236657937,0.9513062442994834,-0.46913085421040895,0.24309172766069878,-0.1908722195531798,188.52568698217772,High
-0.7198442083947086,-0.4606387709597875,0.7384665799954104,0.3436182895684614,1.0571222262189157,-0.3011036955892888,-0.11564828238824053,-1.763040155362734,0.1713682811899705,-1.4785219903674274,-182.29270959541205,Medium
2.7596600389110777,0.39241596717876703,0.8071225966373103,-0.025574312191994436,-0.5089636257074988,0.5054701591666269,0.47635776935621926,-1.7690759048891183,-0.9735461997044687,1.0602099074988798,233.4275407908082,High
